id,idade,genero,renda_mensal,cidade,produto_favorito,comprou_promo,frequencia_visitas,valor_total_gasto
3717,55.0,F,6915.0,São Paulo,oleo,Sim,6,312
3718,60.0,F,4482.0,Belo Horizonte,oleo,Não,6,534
3719,52.0,,,Salvador,oleo,Não,8,608
3720,21.0,F,2374.0,Rio,acucar,Não,8,296
3721,44.0,F,7255.0,São Paulo,,Sim,6,168
3722,23.0,M,,Belo Horizonte,feijao,Não,8,304
3723,25.0,F,5470.0,Salvador,feijao,Sim,5,200
3724,39.0,F,3620.0,Curitiba,oleo,Não,7,630
3725,,M,7355.0,Salvador,cafe,Não,5,445
3726,54.0,M,7766.0,Curitiba,cafe,Sim,4,380
3727,21.0,F,6093.0,Rio,feijao,Não,1,58
3728,38.0,F,3444.0,Curitiba,feijao,Sim,5,325
3729,63.0,,4135.0,Rio,acucar,Não,9,315
3730,34.0,F,5452.0,Belo Horizonte,feijao,Não,6,402
3731,48.0,F,7597.0,Rio,feijao,Não,9,801
3732,23.0,F,4148.0,Salvador,arroz,Sim,4,148
3733,33.0,,2670.0,Salvador,feijao,Sim,5,470
3734,62.0,M,6190.0,Curitiba,feijao,Sim,1,27
3735,54.0,M,7960.0,São Paulo,,Sim,4,400
3736,57.0,F,1204.0,Belo Horizonte,acucar,Não,1,87
3737,26.0,M,6404.0,Rio,arroz,Sim,1,27
3738,35.0,M,7437.0,Rio,acucar,Sim,3,213
3739,21.0,,,São Paulo,,Sim,6,180
3740,57.0,,7549.0,Belo Horizonte,,Sim,10,940
3741,,M,1640.0,Rio,acucar,Não,10,930
3742,21.0,M,4067.0,Curitiba,feijao,Sim,6,306
3743,24.0,F,3141.0,Belo Horizonte,arroz,Sim,2,160
3744,,M,6020.0,Curitiba,arroz,Não,10,520
3745,51.0,F,1771.0,Belo Horizonte,oleo,Não,10,890
3746,53.0,F,,Rio,cafe,Não,10,620
3747,,M,3506.0,Belo Horizonte,oleo,Não,9,711
3748,62.0,M,,Curitiba,feijao,Sim,7,567
3749,57.0,F,3871.0,Belo Horizonte,cafe,Sim,9,675
3750,40.0,F,,São Paulo,arroz,Sim,2,172
3751,32.0,F,,São Paulo,acucar,Não,6,450
3752,34.0,,3281.0,Belo Horizonte,oleo,Sim,6,462
3753,35.0,M,4757.0,São Paulo,oleo,Sim,10,630
3754,25.0,M,2532.0,Belo Horizonte,oleo,Não,2,114
3755,52.0,F,4179.0,São Paulo,cafe,Sim,10,530
3756,,M,5071.0,Rio,cafe,Sim,10,570
3757,45.0,M,1267.0,Belo Horizonte,feijao,Não,9,531
3758,65.0,F,6616.0,Curitiba,,Sim,6,210
3759,65.0,F,,Belo Horizonte,acucar,Não,5,180
3760,38.0,F,4983.0,Salvador,feijao,Não,6,360
3761,62.0,,5317.0,Belo Horizonte,feijao,Sim,4,108
3762,35.0,M,5896.0,Curitiba,oleo,Sim,2,186
3763,51.0,M,4170.0,São Paulo,,Sim,1,65
3764,50.0,F,6272.0,São Paulo,oleo,Sim,6,372
3765,41.0,F,2596.0,Rio,cafe,Não,6,498
3766,43.0,F,7096.0,Rio,,Não,3,72
3767,53.0,M,3136.0,Salvador,arroz,Sim,7,651
3768,57.0,F,4443.0,Rio,cafe,Sim,4,384
3769,30.0,M,3230.0,Salvador,oleo,Não,8,496
3770,37.0,,,Salvador,arroz,Sim,9,486
3771,38.0,,3653.0,Salvador,cafe,Não,3,168
3772,58.0,M,4659.0,Belo Horizonte,feijao,Sim,4,212
3773,58.0,M,,Rio,,Sim,7,140
3774,45.0,M,6954.0,Curitiba,feijao,Sim,1,31
3775,38.0,M,2574.0,São Paulo,acucar,Sim,10,500
3776,36.0,F,,Belo Horizonte,oleo,Não,4,316
3777,59.0,M,6368.0,Rio,feijao,Não,1,27
3778,29.0,M,2440.0,Belo Horizonte,arroz,Não,7,231
3779,43.0,F,4554.0,Belo Horizonte,cafe,Sim,6,312
3780,18.0,F,3023.0,São Paulo,arroz,Não,10,550
3781,20.0,M,2509.0,Curitiba,oleo,Não,10,990
3782,55.0,F,1459.0,Belo Horizonte,arroz,Não,8,400
3783,,F,,São Paulo,cafe,Sim,10,890
3784,,M,7295.0,Curitiba,acucar,Não,1,35
3785,45.0,M,7019.0,Belo Horizonte,,Não,9,369
3786,44.0,F,5222.0,Rio,cafe,Sim,7,658
3787,49.0,F,6461.0,Curitiba,acucar,Sim,2,46
3788,27.0,M,7489.0,Rio,feijao,Não,1,49
3789,21.0,F,1340.0,São Paulo,cafe,Sim,3,261
3790,48.0,F,7859.0,São Paulo,cafe,Não,10,910
3791,47.0,,5489.0,Belo Horizonte,cafe,Não,6,564
3792,24.0,M,4850.0,São Paulo,cafe,Não,4,80
3793,59.0,F,7165.0,São Paulo,oleo,Não,6,336
3794,41.0,,7287.0,Salvador,oleo,Sim,2,48
3795,18.0,F,5285.0,São Paulo,cafe,Não,7,413
3796,40.0,M,,Salvador,arroz,Sim,7,602
3797,,M,,Curitiba,,Sim,9,207
3798,29.0,M,1859.0,Salvador,cafe,Sim,5,105
3799,63.0,M,1898.0,Salvador,feijao,Não,5,335
3800,27.0,M,6914.0,São Paulo,oleo,Sim,2,180
3801,,F,2269.0,Rio,cafe,Não,8,456
3802,49.0,F,7420.0,Rio,oleo,Não,4,372
3803,26.0,F,2529.0,Curitiba,,Sim,6,474
3804,40.0,M,7846.0,Rio,arroz,Sim,5,435
3805,38.0,F,,Rio,feijao,Sim,4,212
3806,20.0,M,6634.0,São Paulo,acucar,Sim,3,102
3807,,F,3166.0,Belo Horizonte,oleo,Não,9,495
3808,35.0,M,5218.0,São Paulo,cafe,Sim,4,152
3809,53.0,M,6387.0,Salvador,acucar,Sim,8,176
3810,48.0,F,,Rio,arroz,Não,1,68
3811,58.0,F,4432.0,Belo Horizonte,feijao,Não,5,295
3812,39.0,M,7262.0,Rio,feijao,Não,9,396
3813,45.0,,,Belo Horizonte,arroz,Sim,6,366
3814,35.0,F,7298.0,Belo Horizonte,feijao,Não,5,320
3815,57.0,M,2557.0,Rio,acucar,Sim,4,284
3816,49.0,M,5848.0,Belo Horizonte,arroz,Sim,10,500
3817,,M,3846.0,São Paulo,cafe,Sim,2,40
3818,62.0,M,5043.0,Curitiba,acucar,Sim,10,790
3819,52.0,M,3097.0,Curitiba,oleo,Não,8,640
3820,33.0,F,7695.0,Salvador,arroz,Sim,2,50
3821,31.0,M,6469.0,São Paulo,cafe,Não,2,88
3822,,M,4761.0,Curitiba,oleo,Sim,4,124
3823,41.0,F,5065.0,Salvador,acucar,Sim,7,539
3824,18.0,F,4777.0,Belo Horizonte,feijao,Não,3,102
3825,40.0,F,6482.0,Belo Horizonte,feijao,Não,8,200
3826,32.0,F,6110.0,Belo Horizonte,cafe,Sim,3,81
3827,39.0,,2388.0,Curitiba,,Não,2,94
3828,44.0,F,4021.0,Rio,arroz,Não,5,210
3829,57.0,F,3763.0,Curitiba,oleo,Sim,8,264
3830,41.0,M,5191.0,Curitiba,feijao,Sim,1,91
3831,56.0,F,7503.0,Curitiba,oleo,Não,6,138
3832,48.0,F,4917.0,Curitiba,oleo,Sim,3,279
3833,19.0,M,6706.0,Rio,arroz,Sim,2,68
3834,21.0,M,6404.0,Salvador,arroz,Não,8,552
3835,,F,2963.0,Rio,acucar,Não,6,318
3836,65.0,F,7999.0,Belo Horizonte,feijao,Sim,1,29
3837,52.0,M,1667.0,Curitiba,arroz,Não,7,280
3838,24.0,M,2721.0,Curitiba,cafe,Sim,9,450
3839,47.0,F,2888.0,Belo Horizonte,,Sim,7,392
3840,42.0,F,4865.0,Rio,cafe,Não,7,273
3841,24.0,F,5673.0,Salvador,arroz,Não,9,846
3842,55.0,M,3301.0,Belo Horizonte,arroz,Sim,8,384
3843,46.0,F,6105.0,Rio,acucar,Sim,5,265
3844,,F,6410.0,Belo Horizonte,oleo,Sim,1,50
3845,21.0,F,6706.0,Belo Horizonte,,Não,7,189
3846,,M,,São Paulo,acucar,Sim,2,188
3847,28.0,,6158.0,Rio,cafe,Não,8,632
3848,,M,7996.0,Rio,oleo,Não,8,704
3849,64.0,M,,Rio,,Não,1,32
3850,61.0,M,3846.0,Curitiba,acucar,Sim,10,360
3851,32.0,F,,Curitiba,feijao,Sim,1,93
3852,22.0,M,5294.0,Salvador,arroz,Sim,8,704
3853,,M,3076.0,Curitiba,arroz,Não,10,940
3854,51.0,M,2134.0,Rio,feijao,Sim,9,189
3855,53.0,M,3823.0,Curitiba,oleo,Sim,10,630
3856,63.0,F,3634.0,Belo Horizonte,cafe,Não,1,55
3857,22.0,M,4600.0,Salvador,acucar,Sim,7,700
3858,22.0,M,3600.0,Belo Horizonte,acucar,Não,8,320
3859,29.0,M,3759.0,Rio,,Não,7,406
3860,49.0,M,3562.0,Curitiba,feijao,Sim,4,264
3861,37.0,F,4555.0,São Paulo,cafe,Não,7,231
3862,41.0,M,6572.0,Salvador,arroz,Não,3,168
3863,34.0,,,Curitiba,,Não,5,360
3864,24.0,,1438.0,São Paulo,cafe,Sim,5,360
3865,44.0,,7737.0,Salvador,acucar,Não,8,480
3866,33.0,F,2098.0,São Paulo,acucar,Sim,1,56
3867,56.0,F,7352.0,Curitiba,oleo,Sim,7,476
3868,28.0,F,,Rio,acucar,Sim,1,99
3869,56.0,M,5649.0,São Paulo,arroz,Sim,9,360
3870,,M,3077.0,Curitiba,acucar,Sim,2,120
3871,19.0,F,3662.0,Curitiba,,Sim,2,102
3872,25.0,F,3104.0,São Paulo,acucar,Sim,2,100
3873,34.0,F,1617.0,Rio,,Não,9,234
3874,53.0,M,2979.0,Curitiba,arroz,Sim,1,84
3875,20.0,F,6812.0,Salvador,feijao,Sim,1,39
3876,52.0,M,6977.0,São Paulo,oleo,Sim,3,120
3877,57.0,F,1357.0,Rio,oleo,Não,4,396
3878,54.0,F,1760.0,Curitiba,acucar,Sim,4,172
3879,20.0,F,6434.0,São Paulo,acucar,Sim,1,100
3880,,F,5049.0,Rio,cafe,Sim,3,294
3881,58.0,F,7250.0,São Paulo,oleo,Sim,10,280
3882,51.0,,1832.0,Salvador,oleo,Não,7,350
3883,60.0,F,1870.0,Curitiba,arroz,Sim,2,180
3884,44.0,M,1365.0,Rio,feijao,Sim,5,265
3885,31.0,F,3994.0,Salvador,acucar,Não,6,288
3886,40.0,F,1590.0,São Paulo,oleo,Não,4,296
3887,60.0,M,,Belo Horizonte,acucar,Sim,3,84
3888,,F,4671.0,Belo Horizonte,acucar,Sim,7,546
3889,40.0,F,6623.0,Curitiba,cafe,Sim,6,588
3890,40.0,F,4122.0,Rio,acucar,Sim,10,310
3891,50.0,F,1437.0,Belo Horizonte,feijao,Sim,4,204
3892,55.0,F,6310.0,Rio,cafe,Sim,8,432
3893,50.0,,7794.0,São Paulo,oleo,Sim,4,264
3894,41.0,M,6264.0,São Paulo,feijao,Sim,8,456
3895,40.0,F,,Salvador,acucar,Sim,3,165
3896,40.0,F,1712.0,Salvador,,Não,9,864
3897,57.0,M,3039.0,Rio,feijao,Não,3,201
3898,46.0,F,4315.0,São Paulo,arroz,Não,4,380
3899,35.0,F,2715.0,Curitiba,feijao,Sim,1,40
3900,54.0,F,6896.0,Rio,feijao,Sim,6,498
3901,58.0,F,6114.0,Belo Horizonte,feijao,Sim,3,189
3902,41.0,F,7470.0,Rio,cafe,Sim,6,432
3903,,M,6875.0,Curitiba,cafe,Sim,6,450
3904,,M,7497.0,Rio,,Sim,3,288
3905,,,,Curitiba,arroz,Sim,4,116
3906,42.0,M,7456.0,Belo Horizonte,,Não,8,160
3907,36.0,,,Curitiba,cafe,Sim,8,328
3908,44.0,,1481.0,Belo Horizonte,,Não,5,350
3909,29.0,M,2960.0,Salvador,feijao,Sim,4,388
3910,54.0,F,5825.0,Rio,oleo,Sim,4,364
3911,46.0,M,4135.0,Salvador,arroz,Sim,4,160
3912,39.0,F,3561.0,Belo Horizonte,cafe,Não,3,63
3913,44.0,M,,São Paulo,,Não,7,693
3914,48.0,,5596.0,Salvador,arroz,Sim,3,282
3915,50.0,F,3243.0,Curitiba,acucar,Sim,7,532
3916,34.0,F,4259.0,Rio,cafe,Não,6,312
3917,39.0,F,6663.0,Curitiba,cafe,Sim,8,328
3918,36.0,F,6056.0,Salvador,acucar,Sim,1,84
3919,60.0,F,7909.0,Rio,acucar,Não,10,360
3920,32.0,F,,Rio,oleo,Não,2,106
3921,27.0,F,4386.0,Curitiba,acucar,Sim,6,324
3922,57.0,F,3587.0,Salvador,arroz,Não,6,426
3923,62.0,M,7516.0,Salvador,arroz,Sim,8,184
3924,25.0,F,2786.0,Curitiba,feijao,Não,3,282
3925,38.0,,5937.0,Curitiba,,Sim,4,256
3926,57.0,M,5008.0,Belo Horizonte,oleo,Não,9,360
3927,33.0,,5499.0,Salvador,arroz,Sim,2,78
3928,34.0,M,6638.0,Salvador,oleo,Sim,2,56
3929,19.0,,4353.0,Rio,arroz,Sim,6,564
3930,,F,,Rio,,Não,2,102
3931,47.0,M,4035.0,São Paulo,cafe,Não,8,400
3932,40.0,F,1547.0,Curitiba,arroz,Não,8,312
3933,25.0,M,6536.0,Curitiba,oleo,Não,10,660
3934,19.0,F,7916.0,Curitiba,arroz,Sim,5,430
3935,26.0,M,4205.0,Belo Horizonte,feijao,Sim,1,63
3936,22.0,F,2547.0,Belo Horizonte,arroz,Não,8,368
3937,54.0,F,,Curitiba,cafe,Sim,2,164
3938,59.0,,6951.0,Belo Horizonte,,Não,8,504
3939,24.0,M,1265.0,Curitiba,arroz,Não,7,266
3940,45.0,M,2652.0,São Paulo,acucar,Não,4,288
3941,44.0,M,2904.0,São Paulo,cafe,Sim,4,116
3942,29.0,F,6802.0,São Paulo,arroz,Sim,9,882
3943,24.0,M,7639.0,Salvador,,Sim,1,50
3944,,,2705.0,Rio,feijao,Sim,2,102
3945,62.0,F,,Rio,oleo,Não,6,360
3946,55.0,,7227.0,São Paulo,arroz,Sim,9,252
3947,,F,6411.0,Salvador,cafe,Sim,5,150
3948,24.0,,5908.0,São Paulo,feijao,Sim,4,200
3949,37.0,F,3440.0,Curitiba,oleo,Não,1,44
3950,60.0,F,1884.0,Salvador,arroz,Sim,4,260
3951,43.0,F,5962.0,São Paulo,cafe,Não,7,147
3952,52.0,F,1493.0,São Paulo,acucar,Sim,3,126
3953,45.0,M,5156.0,Salvador,,Sim,10,660
3954,21.0,M,6235.0,São Paulo,feijao,Não,8,640
3955,22.0,,4961.0,Belo Horizonte,feijao,Não,8,592
3956,60.0,F,2733.0,Salvador,cafe,Não,1,44
3957,,M,3704.0,São Paulo,feijao,Não,5,360
3958,42.0,M,4056.0,Salvador,,Não,7,476
3959,64.0,M,3284.0,Rio,oleo,Sim,1,93
3960,49.0,,1378.0,Belo Horizonte,acucar,Sim,10,690
3961,40.0,M,1354.0,Belo Horizonte,,Sim,6,432
3962,63.0,F,3483.0,Curitiba,arroz,Não,5,380
3963,19.0,F,6081.0,Salvador,acucar,Sim,8,632
3964,49.0,M,4881.0,Curitiba,arroz,Sim,8,512
3965,47.0,M,2119.0,Rio,feijao,Sim,6,354
3966,25.0,F,2774.0,Belo Horizonte,cafe,Sim,2,156
3967,65.0,M,6671.0,Curitiba,oleo,Sim,7,343
3968,61.0,M,4438.0,Belo Horizonte,,Não,9,180
3969,49.0,M,6243.0,Curitiba,feijao,Sim,2,112
3970,50.0,F,5780.0,São Paulo,oleo,Sim,10,890
3971,60.0,M,3736.0,Rio,acucar,Sim,3,132
3972,61.0,F,1271.0,Rio,acucar,Não,1,45
3973,41.0,M,1298.0,Rio,acucar,Sim,5,215
3974,60.0,F,5425.0,Rio,feijao,Não,9,801
3975,37.0,M,2099.0,Curitiba,feijao,Não,7,385
3976,41.0,M,,Belo Horizonte,arroz,Não,1,85
3977,39.0,F,,Rio,arroz,Não,5,205
3978,43.0,F,6621.0,Rio,oleo,Sim,6,144
3979,62.0,F,3895.0,Belo Horizonte,cafe,Sim,8,184
3980,58.0,M,7499.0,Rio,,Sim,9,657
3981,23.0,,7980.0,Salvador,arroz,Não,5,110
3982,52.0,M,3965.0,São Paulo,cafe,Não,1,80
3983,23.0,M,4093.0,Rio,arroz,Não,8,672
3984,46.0,M,1983.0,Belo Horizonte,cafe,Não,4,136
3985,38.0,M,5155.0,Curitiba,feijao,Não,1,57
3986,45.0,F,4460.0,Salvador,oleo,Sim,4,400
3987,25.0,M,4898.0,Rio,,Não,6,534
3988,26.0,F,3085.0,Rio,acucar,Sim,8,504
3989,47.0,M,1327.0,Curitiba,oleo,Sim,1,69
3990,55.0,M,4544.0,Rio,cafe,Sim,5,395
3991,57.0,F,,Rio,feijao,Sim,5,410
3992,55.0,F,3746.0,Salvador,acucar,Não,6,408
3993,21.0,F,5593.0,Belo Horizonte,arroz,Não,2,68
3994,25.0,M,7354.0,Rio,arroz,Não,8,336
3995,56.0,F,3575.0,Curitiba,oleo,Sim,2,136
3996,47.0,,7875.0,São Paulo,arroz,Sim,2,194
3997,,M,2542.0,São Paulo,feijao,Sim,8,632
3998,51.0,,2614.0,Rio,,Sim,10,840
3999,33.0,M,5236.0,Belo Horizonte,oleo,Não,3,255
4000,36.0,M,6011.0,Salvador,arroz,Não,9,486
4001,23.0,,1912.0,Curitiba,feijao,Sim,8,160
4002,29.0,M,6975.0,Salvador,oleo,Sim,9,900
4003,60.0,M,4036.0,Curitiba,feijao,Sim,8,448
4004,62.0,M,1246.0,Belo Horizonte,feijao,Não,8,216
4005,29.0,,5416.0,Curitiba,cafe,Sim,4,368
4006,55.0,M,6738.0,Curitiba,feijao,Sim,1,58
4007,48.0,F,2356.0,Rio,cafe,Não,9,747
4008,26.0,F,7530.0,São Paulo,,Sim,2,192
4009,65.0,M,1642.0,São Paulo,oleo,Sim,9,693
4010,34.0,F,2772.0,Curitiba,oleo,Não,8,488
4011,54.0,M,,São Paulo,acucar,Sim,8,760
4012,35.0,M,3521.0,Rio,feijao,Sim,1,77
4013,,F,5855.0,Belo Horizonte,,Sim,8,456
4014,60.0,F,1327.0,Salvador,cafe,Sim,4,172
4015,46.0,F,5658.0,Salvador,acucar,Não,10,760
4016,51.0,M,3594.0,Salvador,,Sim,9,315
4017,,M,5218.0,Curitiba,oleo,Sim,5,460
4018,39.0,M,6186.0,Salvador,oleo,Não,1,32
4019,20.0,F,4472.0,Belo Horizonte,feijao,Sim,6,318
4020,18.0,F,7878.0,Curitiba,acucar,Sim,6,582
4021,21.0,M,7829.0,Rio,acucar,Sim,10,260
4022,45.0,F,4597.0,Rio,,Sim,6,330
4023,45.0,,3376.0,Curitiba,arroz,Sim,2,62
4024,39.0,F,5984.0,Belo Horizonte,arroz,Sim,10,700
4025,57.0,M,3032.0,Salvador,cafe,Sim,10,240
4026,62.0,,7625.0,Salvador,arroz,Sim,4,368
4027,50.0,F,1804.0,Rio,cafe,Sim,6,318
4028,43.0,M,4743.0,São Paulo,oleo,Não,4,188
4029,26.0,M,5767.0,Rio,arroz,Não,7,434
4030,44.0,M,6212.0,Belo Horizonte,,Não,8,200
4031,58.0,M,3382.0,Curitiba,arroz,Não,8,776
4032,49.0,M,5356.0,Belo Horizonte,oleo,Não,10,540
4033,47.0,F,5267.0,Rio,arroz,Sim,6,186
4034,44.0,F,7298.0,Rio,oleo,Sim,6,216
4035,59.0,M,5044.0,Belo Horizonte,arroz,Sim,2,84
4036,57.0,F,,Salvador,oleo,Sim,10,810
4037,28.0,F,4424.0,Belo Horizonte,cafe,Sim,5,440
4038,37.0,,5721.0,Belo Horizonte,arroz,Não,7,189
4039,33.0,F,4234.0,Salvador,arroz,Não,5,500
4040,51.0,F,6750.0,São Paulo,cafe,Sim,4,200
4041,19.0,M,2437.0,Salvador,cafe,Sim,5,310
4042,39.0,M,1725.0,Salvador,acucar,Sim,8,264
4043,54.0,F,5779.0,Salvador,feijao,Não,4,368
4044,,M,3398.0,Rio,acucar,Sim,8,424
4045,18.0,M,7315.0,Rio,acucar,Não,2,200
4046,64.0,M,6058.0,Rio,feijao,Não,9,585
4047,56.0,M,4189.0,Curitiba,cafe,Não,3,120
4048,54.0,F,2154.0,Rio,cafe,Sim,10,520
4049,57.0,,,São Paulo,feijao,Sim,7,280
4050,21.0,F,5780.0,Salvador,acucar,Não,4,188
4051,26.0,F,4612.0,Belo Horizonte,,Sim,3,273
4052,24.0,F,2691.0,Salvador,feijao,Não,4,192
4053,49.0,F,2125.0,Belo Horizonte,acucar,Sim,7,651
4054,42.0,F,4402.0,Salvador,,Não,1,22
4055,35.0,,6760.0,São Paulo,,Não,8,688
4056,20.0,F,,Salvador,oleo,Sim,10,260
4057,21.0,M,7538.0,Belo Horizonte,feijao,Sim,1,80
4058,61.0,F,,São Paulo,cafe,Sim,4,228
4059,52.0,F,1484.0,Belo Horizonte,oleo,Sim,7,504
4060,46.0,,4642.0,Belo Horizonte,arroz,Sim,6,180
4061,61.0,F,2669.0,Curitiba,feijao,Sim,10,250
4062,,M,4768.0,Salvador,cafe,Sim,2,186
4063,60.0,M,3981.0,Salvador,oleo,Sim,8,616
4064,25.0,F,4541.0,Rio,oleo,Sim,2,46
4065,37.0,F,3649.0,Rio,,Não,7,385
4066,55.0,M,7459.0,Belo Horizonte,acucar,Não,10,1000
4067,37.0,M,4339.0,Belo Horizonte,cafe,Sim,1,58
4068,46.0,,3257.0,Belo Horizonte,cafe,Não,1,74
4069,49.0,F,4569.0,Salvador,cafe,Sim,6,354
4070,57.0,M,1829.0,Salvador,feijao,Sim,2,142
4071,60.0,M,1603.0,Salvador,feijao,Sim,9,594
4072,64.0,M,2838.0,Salvador,acucar,Sim,2,178
4073,63.0,F,2870.0,São Paulo,oleo,Sim,9,729
4074,51.0,F,2958.0,Curitiba,feijao,Não,5,380
4075,28.0,M,5371.0,Rio,feijao,Sim,10,550
4076,36.0,F,5498.0,São Paulo,oleo,Sim,5,255
4077,46.0,F,6721.0,Rio,acucar,Sim,3,219
4078,65.0,F,2623.0,Salvador,cafe,Sim,9,630
4079,,F,7557.0,São Paulo,feijao,Não,10,490
4080,37.0,F,1227.0,Salvador,acucar,Não,5,150
4081,43.0,,1468.0,São Paulo,oleo,Sim,10,830
4082,43.0,F,7416.0,São Paulo,arroz,Sim,8,728
4083,58.0,F,5540.0,São Paulo,oleo,Sim,9,594
4084,65.0,M,5300.0,Salvador,feijao,Sim,6,162
4085,59.0,M,4866.0,Rio,oleo,Sim,9,396
4086,47.0,F,5740.0,Rio,arroz,Não,2,46
4087,23.0,,,São Paulo,cafe,Sim,10,840
4088,55.0,M,2979.0,Belo Horizonte,feijao,Não,7,686
4089,30.0,M,4493.0,Curitiba,cafe,Sim,10,830
4090,63.0,M,1301.0,Curitiba,oleo,Sim,9,576
4091,51.0,M,4097.0,Curitiba,cafe,Sim,2,40
4092,38.0,,6838.0,São Paulo,,Não,6,162
4093,33.0,,,Rio,acucar,Sim,9,333
4094,29.0,,1471.0,São Paulo,feijao,Sim,10,570
4095,43.0,F,7263.0,São Paulo,,Sim,8,384
4096,65.0,,6179.0,Belo Horizonte,acucar,Sim,3,183
4097,39.0,F,,Curitiba,feijao,Não,7,497
4098,59.0,M,7455.0,Belo Horizonte,acucar,Sim,7,259
4099,57.0,F,3265.0,Rio,acucar,Sim,5,110
4100,44.0,,7198.0,Belo Horizonte,acucar,Não,2,134
4101,61.0,F,3425.0,Salvador,feijao,Sim,8,536
4102,35.0,M,2064.0,São Paulo,feijao,Sim,4,152
4103,23.0,M,1451.0,Curitiba,acucar,Sim,1,89
4104,33.0,M,3591.0,Rio,feijao,Sim,6,528
4105,45.0,M,7768.0,São Paulo,acucar,Sim,10,910
4106,47.0,M,7273.0,Salvador,cafe,Não,6,168
4107,44.0,F,6933.0,Salvador,cafe,Sim,10,450
4108,25.0,M,5696.0,Belo Horizonte,cafe,Não,7,301
4109,63.0,F,6741.0,Curitiba,arroz,Não,8,464
4110,47.0,F,2783.0,Rio,acucar,Sim,6,546
4111,61.0,M,7067.0,Belo Horizonte,,Não,1,98
4112,19.0,,7470.0,Rio,cafe,Sim,6,534
4113,24.0,,3692.0,Belo Horizonte,cafe,Sim,2,84
4114,33.0,,7699.0,Salvador,oleo,Sim,1,45
4115,47.0,M,4839.0,Belo Horizonte,arroz,Não,3,225
4116,24.0,F,3898.0,Salvador,oleo,Sim,7,154
4117,43.0,F,1708.0,Rio,cafe,Sim,8,288
4118,27.0,F,1846.0,Rio,arroz,Não,4,388
4119,18.0,M,5744.0,Salvador,oleo,Sim,5,495
4120,18.0,F,,Curitiba,arroz,Sim,5,235
4121,60.0,M,3054.0,Rio,cafe,Sim,5,240
4122,,M,6612.0,São Paulo,acucar,Sim,7,455
4123,31.0,M,4752.0,Salvador,cafe,Sim,2,160
4124,31.0,F,2196.0,São Paulo,arroz,Sim,8,480
4125,,F,,Salvador,feijao,Sim,5,195
4126,36.0,,6372.0,Curitiba,feijao,Não,9,792
4127,63.0,M,,Belo Horizonte,feijao,Não,10,890
4128,35.0,F,4970.0,Curitiba,acucar,Sim,9,243
4129,36.0,F,7185.0,Salvador,oleo,Sim,10,450
4130,45.0,M,6496.0,São Paulo,arroz,Sim,7,406
4131,39.0,F,2054.0,São Paulo,cafe,Não,5,190
4132,64.0,M,6940.0,São Paulo,oleo,Sim,6,198
4133,,M,5306.0,Curitiba,arroz,Não,3,129
4134,45.0,F,6400.0,Curitiba,oleo,Sim,8,168
4135,33.0,F,7890.0,Curitiba,cafe,Sim,10,480
4136,52.0,M,7723.0,Rio,oleo,Sim,3,276
4137,61.0,M,4652.0,Salvador,feijao,Sim,10,440
4138,26.0,M,4655.0,Belo Horizonte,arroz,Sim,6,360
4139,57.0,F,4236.0,Belo Horizonte,oleo,Sim,3,78
4140,20.0,F,6590.0,Salvador,oleo,Não,2,88
4141,61.0,M,6478.0,São Paulo,feijao,Sim,4,192
4142,,M,5836.0,Curitiba,,Sim,2,142
4143,26.0,M,3135.0,Rio,arroz,Sim,8,640
4144,45.0,F,6973.0,Belo Horizonte,acucar,Não,10,580
4145,56.0,F,6012.0,São Paulo,acucar,Sim,10,690
4146,,M,1926.0,São Paulo,arroz,Sim,5,195
4147,46.0,M,3245.0,Salvador,acucar,Sim,9,666
4148,28.0,M,,Salvador,acucar,Não,5,180
4149,36.0,M,5812.0,Salvador,oleo,Sim,9,873
4150,32.0,M,2540.0,Rio,acucar,Sim,4,364
4151,54.0,M,6667.0,Belo Horizonte,arroz,Não,5,345
4152,22.0,M,6066.0,São Paulo,oleo,Não,7,672
4153,,,6447.0,São Paulo,acucar,Sim,10,230
4154,37.0,M,1591.0,Rio,feijao,Sim,4,340
4155,35.0,F,4586.0,São Paulo,oleo,Não,8,160
4156,56.0,F,3723.0,Belo Horizonte,oleo,Não,6,306
4157,28.0,F,7401.0,Belo Horizonte,oleo,Não,3,231
4158,46.0,M,4022.0,Salvador,arroz,Sim,9,315
4159,36.0,,2345.0,Belo Horizonte,feijao,Não,3,165
4160,46.0,F,1943.0,São Paulo,oleo,Sim,10,930
4161,40.0,M,4488.0,Rio,arroz,Sim,3,291
4162,52.0,F,4428.0,São Paulo,feijao,Não,3,150
4163,57.0,F,7026.0,São Paulo,acucar,Não,2,184
4164,19.0,,6801.0,Belo Horizonte,arroz,Sim,2,94
4165,28.0,F,1584.0,Belo Horizonte,oleo,Sim,10,330
4166,20.0,M,6857.0,Belo Horizonte,acucar,Sim,2,114
4167,40.0,F,5749.0,Curitiba,acucar,Não,9,333
4168,41.0,M,5562.0,Salvador,oleo,Sim,10,200
4169,39.0,M,3098.0,Belo Horizonte,acucar,Sim,2,70
4170,,M,6290.0,Belo Horizonte,arroz,Não,2,126
4171,55.0,F,1300.0,Rio,oleo,Não,4,348
4172,36.0,F,6153.0,Curitiba,acucar,Não,4,80
4173,64.0,F,5211.0,Salvador,arroz,Sim,5,220
